,equal,bracket_r,comment,grid,quat_mark,word_from,point,comma,word_select,word_union,star,word_where,word_or,line,percent,point_comma,dollar,plus,at,Label
8678,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
8679,1,11,0,0,0,2,1,5,3,0,2,0,2,0,0,0,0,0,0,1
8680,0,1,0,1,1,0,0,6,1,1,0,0,0,0,0,0,0,0,0,1
8681,0,1,0,1,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1
8682,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
8683,2,3,1,0,0,1,0,6,1,0,1,1,0,0,0,0,0,0,0,1
8684,1,9,0,0,1,2,1,2,2,0,0,0,0,6,0,0,0,0,0,1
8685,1,2,0,0,0,1,0,6,1,0,1,0,1,0,0,0,0,0,0,1
8686,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8687,2,3,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
8688,0,3,1,0,0,0,0,7,1,1,0,0,0,0,0,0,0,0,0,1
8689,2,5,0,0,0,1,0,4,1,0,1,0,1,0,2,0,0,0,0,1
8690,2,2,1,0,3,1,3,2,2,0,1,1,1,0,0,0,0,1,0,1
8691,1,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
8692,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8693,1,3,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1
8694,0,2,0,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1
8695,2,2,1,0,0,1,0,4,1,0,1,1,1,0,0,0,0,0,0,1
8696,1,0,1,0,3,0,0,6,2,1,0,1,0,2,0,0,0,0,0,1
8697,2,18,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,10,0,1
8698,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8699,1,2,1,0,0,1,3,2,1,0,1,0,1,0,0,0,0,0,0,1
8700,1,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
8701,1,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
8702,1,0,0,0,3,1,0,0,1,0,0,1,0,2,0,0,0,0,0,1
8703,2,8,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,1
8704,0,2,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1
8705,2,6,0,0,4,0,0,5,1,0,0,0,1,0,0,0,0,0,0,1
8706,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
8707,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
8708,1,5,0,1,0,0,1,1,0,0,0,0,1,6,0,0,0,0,0,1
8709,1,5,0,0,0,0,0,6,1,0,0,0,1,0,0,0,0,0,0,1
8710,2,5,0,0,0,0,0,5,1,0,0,0,1,0,0,0,0,0,0,1
8711,0,0,1,0,1,0,0,3,1,1,0,0,0,0,1,0,0,0,0,1
8712,1,1,0,0,3,1,0,3,1,0,1,0,0,0,0,0,4,0,0,1
8713,0,0,0,1,0,0,0,2,1,1,0,0,0,0,1,0,0,0,0,1
8714,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
8715,1,4,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1
8716,1,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8717,1,3,1,0,1,1,0,4,1,0,1,0,1,0,0,0,0,0,0,1
8718,2,3,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1
8719,1,4,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
8720,1,4,1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1
8721,0,0,0,1,0,0,0,8,1,1,0,0,0,0,1,0,0,0,0,1
8722,0,0,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1
8723,2,8,0,0,0,1,0,4,3,0,1,0,1,0,0,0,0,0,0,1
8724,1,4,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8725,2,7,0,0,0,1,0,4,3,0,1,0,1,0,2,0,0,0,0,1
8726,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8727,2,5,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8728,1,0,0,0,3,0,0,0,1,0,0,1,0,2,0,0,0,0,0,1
8729,1,1,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
8730,2,5,1,0,1,0,0,5,1,0,0,1,0,0,0,0,0,0,0,1
8731,0,3,0,1,0,0,0,5,1,1,0,0,0,0,1,0,0,0,0,1
8732,2,15,0,0,1,1,1,0,1,0,0,0,0,20,0,0,0,0,0,1
8733,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
8734,1,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8735,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8736,0,2,1,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,1
8737,1,6,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1
8738,0,2,1,0,1,0,0,7,1,1,0,0,0,0,0,0,0,0,0,1
8739,2,7,0,0,4,0,0,6,1,0,0,0,1,0,0,0,0,0,0,1
8740,0,2,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1
8741,1,3,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
8742,2,2,1,0,3,2,0,0,2,0,0,1,0,2,0,0,0,0,0,1
8743,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8744,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
8745,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
8746,2,12,1,0,0,0,0,4,0,0,0,1,1,10,0,0,0,0,0,1
8747,1,4,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1
8748,1,0,1,0,1,0,0,0,2,1,0,1,0,0,0,0,0,1,0,1
8749,1,0,1,0,3,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1
8750,2,6,0,0,0,0,0,6,1,0,0,0,0,0,2,0,0,0,0,1
8751,1,2,0,0,1,1,0,4,1,0,1,0,0,0,0,0,0,0,0,1
8752,2,9,0,0,4,2,1,5,3,0,2,0,3,0,2,0,0,0,0,1
8753,2,7,0,0,2,0,0,1,0,0,0,0,1,0,2,0,0,0,0,1
8754,1,3,0,1,0,1,1,0,2,0,1,0,1,0,0,0,0,0,0,1
8755,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8756,0,3,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
8757,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
8758,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
8759,1,2,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8760,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
8761,0,1,0,1,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0,1
8762,2,9,1,0,1,1,0,4,3,0,1,1,1,0,0,0,0,0,0,1
8763,2,3,1,0,0,1,3,2,1,0,1,1,1,0,0,0,0,0,0,1
8764,0,6,0,1,0,1,0,0,2,0,1,0,0,0,1,0,0,0,0,1
8765,3,19,0,0,0,0,0,1,2,0,0,0,0,0,2,0,0,10,0,1
8766,1,5,0,0,1,0,0,5,1,0,0,0,0,0,0,0,0,0,0,1
8767,2,4,1,0,0,1,3,2,1,0,1,1,1,0,0,0,0,0,0,1
8768,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
8769,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8770,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8771,1,2,0,1,0,0,0,5,1,1,0,1,0,0,0,0,0,0,0,1
8772,3,18,0,0,0,0,0,0,1,0,0,0,1,20,0,0,0,0,0,1
8773,2,6,0,0,4,0,1,1,0,0,0,0,1,6,0,0,0,0,0,1
8774,1,1,1,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
8775,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8776,2,2,0,0,4,0,0,0,1,0,1,1,0,4,0,0,0,0,0,1
8777,1,17,0,0,1,2,0,5,2,0,0,0,0,4,0,0,0,0,0,1
8778,0,1,0,1,1,0,0,5,1,1,0,0,0,0,1,0,0,0,0,1
8779,1,5,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
8780,2,17,0,0,4,1,2,1,1,0,0,0,0,20,0,0,0,0,0,1
8781,0,3,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
8782,2,7,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,1
8783,1,3,0,0,4,1,0,1,2,0,0,0,0,4,0,0,1,0,0,1
8784,1,5,1,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
8785,1,5,1,0,0,1,3,2,1,0,1,0,0,0,0,0,0,0,0,1
8786,2,0,1,0,3,0,0,0,1,0,0,1,0,2,0,0,0,0,0,1
8787,2,2,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
8788,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8789,0,3,0,1,1,0,0,7,1,1,0,0,0,0,0,0,0,0,0,1
8790,1,6,1,0,1,0,1,1,0,0,0,0,0,6,1,0,0,0,0,1
8791,0,0,1,0,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0,1
8792,0,7,0,1,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,1
8793,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8794,1,0,1,0,0,0,0,3,1,1,0,1,0,0,0,0,0,0,0,1
8795,0,7,0,1,0,1,0,0,2,0,1,0,0,0,1,0,0,0,0,1
8796,2,2,0,0,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
8797,1,4,0,0,0,1,1,1,2,0,1,0,0,0,0,0,0,0,0,1
8798,1,0,0,1,1,0,0,2,2,1,0,1,0,0,0,0,0,1,0,1
8799,2,5,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8800,1,0,0,1,0,0,0,9,1,1,0,1,0,0,0,0,0,0,0,1
8801,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
8802,2,4,1,0,5,1,0,1,1,0,0,1,0,2,0,0,0,0,0,1
8803,2,10,1,0,0,1,0,6,4,0,2,1,0,0,0,0,0,0,0,1
8804,3,19,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,10,0,1
8805,1,6,1,0,0,0,1,1,0,0,0,0,1,6,1,0,0,0,0,1
8806,2,7,0,0,0,1,0,4,3,0,1,0,0,0,2,0,0,0,0,1
8807,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
8808,2,10,0,0,4,1,0,6,6,3,2,0,1,0,0,0,0,0,0,1
8809,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
8810,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
8811,1,3,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
8812,0,1,1,0,0,1,0,4,1,0,1,0,0,0,0,0,0,0,0,1
8813,2,9,0,0,4,1,0,6,4,0,2,0,0,0,2,0,0,0,0,1
8814,1,7,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,1
8815,1,12,0,0,4,2,1,5,3,0,2,0,3,0,0,0,0,0,0,1
8816,2,2,1,0,1,1,0,6,1,0,1,1,0,0,0,0,0,0,0,1
8817,1,1,0,1,0,0,0,3,1,1,0,1,0,0,0,0,0,0,0,1
8818,2,3,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1
8819,1,3,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
8820,0,0,1,0,1,0,0,7,1,1,0,0,0,0,0,0,0,0,0,1
8821,0,4,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
8822,3,17,1,0,1,1,1,0,1,0,0,1,0,20,0,0,0,0,0,1
8823,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8824,1,0,0,1,3,0,0,6,2,1,0,1,0,2,0,0,0,0,0,1
8825,1,4,0,0,0,1,1,1,2,0,1,0,1,0,0,0,0,0,0,1
8826,2,8,0,0,4,0,1,1,0,0,0,0,0,6,2,0,0,0,0,1
8827,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
8828,2,3,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8829,2,12,1,0,1,0,0,4,0,0,0,1,1,10,0,0,0,0,0,1
8830,0,3,0,1,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0,1
8831,2,19,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,10,0,1
8832,1,5,1,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
8833,1,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1
8834,0,3,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
8835,0,0,1,0,1,0,0,6,1,1,0,0,0,0,1,0,0,0,0,1
8836,1,1,0,1,0,0,0,3,1,1,0,1,0,0,0,0,0,0,0,1
8837,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8838,1,1,0,0,0,1,0,4,1,0,1,0,0,0,0,0,0,0,0,1
8839,2,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
8840,2,2,1,0,1,1,0,3,2,0,1,1,0,0,0,0,4,1,0,1
8841,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
8842,1,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
8843,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
8844,2,5,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1
8845,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8846,2,7,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,1
8847,1,2,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1
8848,1,1,1,0,0,0,0,4,1,1,0,1,0,0,0,0,0,0,0,1
8849,2,3,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
8850,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
8851,1,6,1,0,2,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
8852,1,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1
8853,1,8,1,0,1,0,1,1,0,0,0,0,0,6,0,0,0,0,0,1
8854,3,17,0,0,4,0,0,0,1,0,0,0,0,20,0,0,0,0,0,1
8855,1,2,0,1,1,0,0,6,1,1,0,1,0,0,0,0,0,0,0,1
8856,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8857,3,15,0,0,0,1,1,0,1,0,0,0,1,20,2,0,0,0,0,1
8858,2,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
8859,1,3,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
8860,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
8861,0,1,0,1,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0,1
8862,1,6,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,1
8863,1,2,0,0,4,1,0,0,1,0,0,0,1,4,0,0,1,0,0,1
8864,1,1,1,0,0,0,0,3,1,1,0,1,0,0,0,0,0,0,0,1
8865,1,4,0,0,1,1,1,1,2,0,1,0,0,0,0,0,0,0,0,1
8866,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8867,1,2,1,0,0,1,0,4,1,0,1,0,0,0,0,0,0,0,0,1
8868,2,9,1,0,0,0,0,3,0,0,0,1,0,6,0,0,0,0,0,1
8869,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1
8870,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
8871,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
8872,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8873,0,1,0,1,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1
8874,2,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
8875,1,5,1,0,0,1,3,2,1,0,1,0,1,0,0,0,0,0,0,1
8876,1,3,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
8877,1,0,0,1,0,0,0,7,1,1,0,1,0,0,0,0,0,0,0,1
8878,2,12,0,0,4,0,0,4,0,0,0,0,0,10,0,0,0,0,0,1
8879,1,2,1,0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,1
8880,2,16,0,0,0,0,0,0,1,0,0,0,0,20,0,0,0,0,0,1
8881,1,1,0,0,3,1,3,2,1,0,1,0,0,0,0,0,0,0,0,1
8882,2,6,0,0,4,0,0,6,1,0,0,0,1,0,0,0,0,0,0,1
8883,1,1,0,0,0,1,3,2,1,0,1,0,0,0,0,0,0,0,0,1
8884,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8885,2,3,0,0,0,1,0,6,1,0,1,0,0,0,0,0,0,0,0,1
8886,1,17,0,0,0,1,0,2,1,0,0,0,0,20,0,0,0,0,0,1
8887,1,1,1,0,1,0,0,3,1,1,0,1,0,0,0,0,0,0,0,1
8888,2,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8889,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
8890,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8891,3,15,0,0,4,1,1,0,1,0,0,0,1,20,2,0,0,0,0,1
8892,2,8,0,0,0,0,1,1,0,0,0,0,1,6,2,0,0,0,0,1
8893,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
8894,2,3,0,0,2,1,3,2,2,0,1,1,1,0,0,0,0,2,0,1
8895,2,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1
8896,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
8897,0,1,1,0,1,0,0,5,1,1,0,0,0,0,1,0,0,0,0,1
8898,1,7,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,1
8899,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8900,2,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
8901,2,4,0,0,4,1,0,1,1,0,1,0,1,0,2,0,0,0,0,1
8902,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
8903,1,0,0,0,3,1,0,0,1,0,0,1,0,2,0,0,0,0,0,1
8904,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
8905,2,11,1,0,0,0,0,4,0,0,0,1,1,10,0,0,0,0,0,1
8906,1,1,0,0,0,1,0,4,1,0,1,0,0,0,1,0,0,0,0,1
8907,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
8908,2,3,0,0,4,1,0,1,1,0,0,1,0,4,0,0,0,0,0,1
8909,0,5,0,0,4,1,0,0,2,0,1,0,0,0,0,0,0,0,0,1
8910,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8911,0,2,0,1,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1
8912,2,6,0,0,4,0,0,6,1,0,0,0,0,0,0,0,0,0,0,1
8913,1,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
8914,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8915,2,3,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1
8916,1,18,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,10,0,1
8917,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8918,1,5,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
8919,0,3,0,1,1,0,0,8,1,1,0,0,0,0,0,0,0,0,0,1
8920,2,9,0,0,4,0,0,5,1,0,0,0,0,0,0,0,0,0,0,1
8921,2,3,0,0,4,1,0,3,1,0,1,0,1,0,0,0,4,0,0,1
8922,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
8923,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
8924,0,3,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
8925,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8926,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8927,2,4,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1
8928,1,0,0,1,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,1
8929,2,3,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1
8930,1,2,1,0,0,0,0,9,1,1,0,1,0,0,0,0,0,0,0,1
8931,3,18,0,0,0,0,0,0,1,0,0,0,0,20,2,0,0,0,0,1
8932,1,11,1,0,0,0,0,4,0,0,0,0,1,10,0,0,0,0,0,1
8933,2,3,0,0,4,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1
8934,2,4,0,0,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
8935,1,2,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
8936,1,0,1,0,3,1,0,9,2,1,0,1,0,2,0,0,0,0,0,1
8937,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8938,1,0,0,0,3,1,0,0,1,0,0,1,0,2,0,0,0,0,0,1
8939,2,11,0,0,0,2,1,5,3,0,2,0,3,0,0,0,0,0,0,1
8940,1,14,1,0,0,0,0,4,0,0,0,0,1,10,1,0,0,0,0,1
8941,2,9,0,0,0,1,0,4,3,0,1,0,0,0,0,0,0,0,0,1
8942,2,3,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,1
8943,2,11,0,0,4,0,0,4,0,0,0,0,1,10,0,0,0,0,0,1
8944,1,0,0,0,3,0,0,0,1,0,0,1,0,2,0,0,0,0,0,1
8945,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8946,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1
8947,1,0,0,0,3,0,0,0,1,0,0,1,0,2,0,0,0,0,0,1
8948,3,20,1,0,0,2,0,0,2,0,0,1,1,26,0,0,0,0,0,1
8949,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8950,2,3,1,0,0,1,0,3,1,0,1,1,1,0,0,0,4,0,0,1
8951,1,0,0,0,3,0,0,0,1,0,0,1,0,2,0,0,0,0,0,1
8952,2,3,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
8953,1,5,0,0,3,1,1,1,1,0,0,0,0,6,0,0,0,0,0,1
8954,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8955,0,1,1,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1
8956,1,3,0,0,4,1,0,3,1,0,1,0,1,0,0,0,4,0,0,1
8957,1,3,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8958,2,18,0,0,4,1,1,0,1,0,0,0,1,20,0,0,0,0,0,1
8959,0,3,0,1,1,0,0,8,1,1,0,0,0,0,0,0,0,0,0,1
8960,3,17,0,0,0,1,2,1,1,0,0,0,1,20,2,0,0,0,0,1
8961,2,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
8962,3,16,0,0,0,0,0,0,1,0,0,0,1,20,2,0,0,0,0,1
8963,2,11,1,0,1,2,1,5,3,0,2,1,3,0,0,0,0,0,0,1
8964,0,5,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1
8965,0,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
8966,1,1,0,1,0,0,0,6,1,1,0,1,0,0,0,0,0,0,0,1
8967,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8968,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
8969,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8970,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8971,2,3,1,0,3,1,0,1,2,0,1,1,0,0,0,0,0,1,0,1
8972,2,9,0,0,0,1,0,6,4,0,2,0,0,0,0,0,0,0,0,1
8973,1,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1
8974,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
8975,2,5,1,0,3,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1
8976,0,2,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
8977,2,2,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
8978,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
8979,1,0,0,1,3,0,0,3,2,1,0,1,0,2,0,0,0,0,0,1
8980,1,0,1,0,0,0,0,7,1,1,0,1,0,0,0,0,0,0,0,1
8981,2,12,0,0,0,0,0,4,0,0,0,0,1,10,2,0,0,0,0,1
8982,0,1,0,1,1,0,0,6,1,1,0,0,0,0,0,0,0,0,0,1
8983,2,5,0,0,4,0,0,6,1,0,0,0,0,0,2,0,0,0,0,1
8984,2,6,0,0,0,0,0,5,1,0,0,0,0,0,2,0,0,0,0,1
8985,0,2,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1
8986,2,16,0,0,0,1,1,0,1,0,0,0,0,20,0,0,0,0,0,1
8987,2,2,1,0,1,1,0,6,2,0,1,1,1,0,0,0,0,1,0,1
8988,1,0,0,0,3,1,0,0,1,0,0,1,0,2,0,0,0,0,0,1
8989,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
8990,1,1,0,1,0,0,0,8,1,1,0,1,0,0,0,0,0,0,0,1
8991,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8992,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
8993,1,0,1,0,0,0,0,5,1,1,0,1,0,0,0,0,0,0,0,1
8994,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8995,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
8996,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
8997,2,5,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1
8998,1,6,0,1,0,1,0,0,2,0,1,1,0,0,0,0,0,0,0,1
8999,0,2,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1
9000,2,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
